date,mine_name,state,district,latitude,longitude,coordinate_source,year,month_num,day_of_month,day_of_year,week_of_year,cv_group_month,sample_weight_by_month,precipitation_mm_day,rain_3d_mm,rain_7d_mm,rain_14d_mm,rain_30d_mm,rainy_days_last_7d,rainy_days_last_30d,heavy_rain_days_last_30d,rain_flag_gt1mm,heavy_rain_flag_20mm,very_heavy_rain_flag_50mm,air_temp_mean_c,air_temp_max_c,air_temp_min_c,temp_range_c,surface_skin_temp_c,relative_humidity_pct,wind_speed_10m_mps,surface_soil_wetness_frac,rootzone_soil_wetness_frac,surface_soilwet_7d_mean,surface_soilwet_14d_mean,surface_soilwet_30d_mean,rootzone_soilwet_7d_mean,rootzone_soilwet_14d_mean,rootzone_soilwet_30d_mean,solar_radiation_kwh_m2_day,public_breakdown_repair_event,public_maintenance_event,public_drilling_blasting_event,public_loader_haulage_event,public_dewatering_pumping_event,public_power_electrical_event,public_operational_event_count,public_breakdown_repair_event_30d,public_maintenance_event_30d,public_drilling_blasting_event_30d,public_loader_haulage_event_30d,public_dewatering_pumping_event_30d,public_power_electrical_event_30d,public_operational_event_count_30d,public_tender_proxy_data_available,production_lag_1m_lakh_tonnes,production_lag_2m_lakh_tonnes,production_lag_3m_lakh_tonnes,actual_moil_production_lakh_tonnes,expected_production_trailing3m_lakh_tonnes,target_shortfall_proxy_lakh_tonnes,target_shortfall_proxy_pct,target_shortfall_proxy_flag,target_shortfall_proxy_flag_5pct,production_value_method,production_source_url,weather_source_url,label_granularity,target_definition
2024-04-01,Balaghat Mine,Madhya Pradesh,Balaghat,21.82,80.18,fallback_public_locality,2024,4,1,92,14,2024-04,0.0033333333333333335,0.0,2.7200000000000006,2.7199999999999998,8.71,21.02,2.0,5.0,0.0,0,0,0,31.12,40.43,22.48,17.95,32.48,24.94,4.11,0.31,0.55,0.2928571428571428,0.37785714285714284,0.33566666666666667,0.5485714285714286,0.5528571428571428,0.5493333333333333,20.91,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.72,1.51,1.6,1.6,1.61,0.010000000000000009,0.6211180124223608,1.0,0.0,direct_public,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20April-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=80.18&latitude=21.82&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Beldongri Mine,Maharashtra,Nagpur,21.4,79.34,fallback_public_locality,2024,5,19,140,20,2024-05,0.0032258064516129032,0.03,1.3599999999999965,7.29,30.619999999999997,46.239999999999995,4.0,13.0,0.0,0,0,0,33.66,40.84,26.06,14.780000000000005,36.89,44.32,3.18,0.37,0.59,0.4714285714285714,0.4614285714285714,0.4356666666666667,0.5985714285714285,0.6007142857142858,0.5986666666666666,24.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.34&latitude=21.4&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Chikla Mine,Maharashtra,Bhandara,21.5330399,79.7428271,OpenStreetMap_Nominatim,2024,5,19,140,20,2024-05,0.0032258064516129032,0.08,0.5499999999999999,5.5,30.82,46.99999999999999,3.0,11.0,0.0,0,0,0,33.94,41.01,26.58,14.43,37.16,43.16,2.86,0.34,0.57,0.4328571428571429,0.4485714285714285,0.4123333333333334,0.5728571428571428,0.5750000000000001,0.572,24.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.7428271&latitude=21.5330399&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Dongri Buzurg Mine,Maharashtra,Bhandara,21.42,79.72,fallback_public_locality,2024,5,19,140,20,2024-05,0.0032258064516129032,0.08,0.5499999999999999,5.5,30.82,46.99999999999999,3.0,11.0,0.0,0,0,0,33.94,41.01,26.58,14.43,37.16,43.16,2.86,0.34,0.57,0.4328571428571429,0.4485714285714285,0.4123333333333334,0.5728571428571428,0.5750000000000001,0.572,24.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.72&latitude=21.42&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Gumgaon Mine,Maharashtra,Nagpur,21.43,78.96,fallback_public_locality,2024,5,19,140,20,2024-05,0.0032258064516129032,0.01,1.4799999999999982,5.4499999999999975,23.25,42.79,3.0,13.0,0.0,0,0,0,33.78,41.25,25.76,15.489999999999998,37.51,42.05,3.37,0.34,0.6,0.41571428571428576,0.41000000000000003,0.41766666666666663,0.6014285714285714,0.6021428571428571,0.6023333333333334,22.48,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=78.96&latitude=21.43&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Kandri Mine,Maharashtra,Nagpur,21.39,79.33,fallback_public_locality,2024,5,19,140,20,2024-05,0.0032258064516129032,0.03,1.3599999999999965,7.29,30.619999999999997,46.239999999999995,4.0,13.0,0.0,0,0,0,33.66,40.84,26.06,14.780000000000005,36.89,44.32,3.18,0.37,0.59,0.4714285714285714,0.4614285714285714,0.4356666666666667,0.5985714285714285,0.6007142857142858,0.5986666666666666,24.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.33&latitude=21.39&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Munsar Mine,Maharashtra,Nagpur,21.398069,79.279522,OpenStreetMap_Nominatim,2024,5,19,140,20,2024-05,0.0032258064516129032,0.03,1.3599999999999965,7.29,30.619999999999997,46.239999999999995,4.0,13.0,0.0,0,0,0,33.66,40.84,26.06,14.780000000000005,36.89,44.32,3.18,0.37,0.59,0.4714285714285714,0.4614285714285714,0.4356666666666667,0.5985714285714285,0.6007142857142858,0.5986666666666666,24.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.279522&latitude=21.398069&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Sitapatore Mine,Madhya Pradesh,Balaghat,21.66,79.82,fallback_public_locality,2024,5,19,140,20,2024-05,0.0032258064516129032,0.08,0.5499999999999999,5.5,30.82,46.99999999999999,3.0,11.0,0.0,0,0,0,33.94,41.01,26.58,14.43,37.16,43.16,2.86,0.34,0.57,0.4328571428571429,0.4485714285714285,0.4123333333333334,0.5728571428571428,0.5750000000000001,0.572,24.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.82&latitude=21.66&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Tirodi Mine,Madhya Pradesh,Balaghat,21.6836159,79.7250021,OpenStreetMap_Nominatim,2024,5,19,140,20,2024-05,0.0032258064516129032,0.08,0.5499999999999999,5.5,30.82,46.99999999999999,3.0,11.0,0.0,0,0,0,33.94,41.01,26.58,14.43,37.16,43.16,2.86,0.34,0.57,0.4328571428571429,0.4485714285714285,0.4123333333333334,0.5728571428571428,0.5750000000000001,0.572,24.39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.7250021&latitude=21.6836159&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-19,Ukwa Mine,Madhya Pradesh,Balaghat,21.97,80.47,fallback_public_locality,2024,5,19,140,20,2024-05,0.0032258064516129032,0.37,0.93,5.529999999999999,31.83,46.34,1.0,10.0,0.0,0,0,0,32.41,39.86,24.84,15.02,35.18,44.37,2.99,0.35,0.54,0.4442857142857143,0.4528571428571429,0.38966666666666666,0.5485714285714286,0.5528571428571428,0.547,25.47,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=80.47&latitude=21.97&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Balaghat Mine,Madhya Pradesh,Balaghat,21.82,80.18,fallback_public_locality,2024,5,20,141,21,2024-05,0.0032258064516129032,3.37,3.49,9.76,34.72,50.46,4.0,13.0,0.0,1,0,0,33.77,40.39,26.78,13.61,36.15,42.34,3.45,0.39,0.55,0.43285714285714283,0.45000000000000007,0.39766666666666667,0.5542857142857144,0.5571428571428572,0.553,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=80.18&latitude=21.82&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Beldongri Mine,Maharashtra,Nagpur,21.4,79.34,fallback_public_locality,2024,5,20,141,21,2024-05,0.0032258064516129032,2.94,2.969999999999996,8.74,33.559999999999995,49.160000000000004,4.0,14.0,0.0,1,0,0,34.57,41.2,27.52,13.680000000000003,37.37,41.88,3.05,0.4,0.6,0.45285714285714285,0.47214285714285714,0.4336666666666667,0.5985714285714286,0.6014285714285714,0.5986666666666667,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.34&latitude=21.4&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Chikla Mine,Maharashtra,Bhandara,21.5330399,79.7428271,OpenStreetMap_Nominatim,2024,5,20,141,21,2024-05,0.0032258064516129032,2.33,2.41,6.32,33.15,49.32,3.0,12.0,0.0,1,0,0,34.78,41.56,27.71,13.850000000000001,37.53,40.78,3.06,0.36,0.57,0.41285714285714287,0.4585714285714286,0.41133333333333333,0.5714285714285714,0.5757142857142856,0.572,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.7428271&latitude=21.5330399&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Dongri Buzurg Mine,Maharashtra,Bhandara,21.42,79.72,fallback_public_locality,2024,5,20,141,21,2024-05,0.0032258064516129032,2.33,2.41,6.32,33.15,49.32,3.0,12.0,0.0,1,0,0,34.78,41.56,27.71,13.850000000000001,37.53,40.78,3.06,0.36,0.57,0.41285714285714287,0.4585714285714286,0.41133333333333333,0.5714285714285714,0.5757142857142856,0.572,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.72&latitude=21.42&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Gumgaon Mine,Maharashtra,Nagpur,21.43,78.96,fallback_public_locality,2024,5,20,141,21,2024-05,0.0032258064516129032,6.65,6.659999999999998,10.349999999999998,29.9,49.43,3.0,14.0,0.0,1,0,0,33.92,40.15,27.53,12.619999999999997,36.56,43.76,2.89,0.45,0.61,0.4071428571428572,0.4235714285714286,0.419,0.6014285714285714,0.6035714285714285,0.6026666666666666,24.48,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=78.96&latitude=21.43&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Kandri Mine,Maharashtra,Nagpur,21.39,79.33,fallback_public_locality,2024,5,20,141,21,2024-05,0.0032258064516129032,2.94,2.969999999999996,8.74,33.559999999999995,49.160000000000004,4.0,14.0,0.0,1,0,0,34.57,41.2,27.52,13.680000000000003,37.37,41.88,3.05,0.4,0.6,0.45285714285714285,0.47214285714285714,0.4336666666666667,0.5985714285714286,0.6014285714285714,0.5986666666666667,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.33&latitude=21.39&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Munsar Mine,Maharashtra,Nagpur,21.398069,79.279522,OpenStreetMap_Nominatim,2024,5,20,141,21,2024-05,0.0032258064516129032,2.94,2.969999999999996,8.74,33.559999999999995,49.160000000000004,4.0,14.0,0.0,1,0,0,34.57,41.2,27.52,13.680000000000003,37.37,41.88,3.05,0.4,0.6,0.45285714285714285,0.47214285714285714,0.4336666666666667,0.5985714285714286,0.6014285714285714,0.5986666666666667,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.279522&latitude=21.398069&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Sitapatore Mine,Madhya Pradesh,Balaghat,21.66,79.82,fallback_public_locality,2024,5,20,141,21,2024-05,0.0032258064516129032,2.33,2.41,6.32,33.15,49.32,3.0,12.0,0.0,1,0,0,34.78,41.56,27.71,13.850000000000001,37.53,40.78,3.06,0.36,0.57,0.41285714285714287,0.4585714285714286,0.41133333333333333,0.5714285714285714,0.5757142857142856,0.572,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.82&latitude=21.66&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Tirodi Mine,Madhya Pradesh,Balaghat,21.6836159,79.7250021,OpenStreetMap_Nominatim,2024,5,20,141,21,2024-05,0.0032258064516129032,2.33,2.41,6.32,33.15,49.32,3.0,12.0,0.0,1,0,0,34.78,41.56,27.71,13.850000000000001,37.53,40.78,3.06,0.36,0.57,0.41285714285714287,0.4585714285714286,0.41133333333333333,0.5714285714285714,0.5757142857142856,0.572,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.7250021&latitude=21.6836159&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-20,Ukwa Mine,Madhya Pradesh,Balaghat,21.97,80.47,fallback_public_locality,2024,5,20,141,21,2024-05,0.0032258064516129032,3.82,4.1899999999999995,6.38,35.65,50.160000000000004,1.0,11.0,0.0,1,0,0,32.91,39.7,26.02,13.680000000000003,35.04,44.04,3.21,0.41,0.55,0.4242857142857143,0.4678571428571429,0.394,0.5471428571428573,0.5535714285714286,0.5473333333333333,24.76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=80.47&latitude=21.97&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-21,Balaghat Mine,Madhya Pradesh,Balaghat,21.82,80.18,fallback_public_locality,2024,5,21,142,21,2024-05,0.0032258064516129032,0.5,3.99,7.54,26.9,50.25,3.0,13.0,0.0,0,0,0,35.3,42.43,27.55,14.879999999999999,37.95,36.47,2.23,0.38,0.55,0.41571428571428565,0.45642857142857146,0.399,0.5528571428571428,0.5571428571428572,0.553,20.52,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=80.18&latitude=21.82&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
2024-05-21,Beldongri Mine,Maharashtra,Nagpur,21.4,79.34,fallback_public_locality,2024,5,21,142,21,2024-05,0.0032258064516129032,0.38,3.3499999999999965,7.21,28.97,49.489999999999995,3.0,14.0,0.0,0,0,0,36.02,42.88,28.68,14.200000000000003,38.84,37.74,1.86,0.38,0.59,0.43142857142857144,0.4764285714285714,0.43233333333333335,0.5971428571428571,0.6014285714285714,0.5983333333333333,21.29,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6,1.72,1.51,1.45,1.61,0.16000000000000014,9.937888198757772,1.0,1.0,derived_official_cumulative,https://steel.gov.in/sites/default/files/Monthly%20Summary%20for%20the%20month%20of%20June-2024.pdf,https://power.larc.nasa.gov/api/temporal/daily/point?parameters=PRECTOTCORR%2CT2M%2CT2M_MAX%2CT2M_MIN%2CTS%2CRH2M%2CWS10M%2CGWETTOP%2CGWETROOT%2CALLSKY_SFC_SW_DWN&community=AG&longitude=79.34&latitude=21.4&start=20240101&end=20251231&format=JSON&time-standard=LST,MOIL_company_month_repeated_across_mine_days,Public proxy: positive deficit of actual MOIL monthly production versus mean of previous 3 months; not official planned-vs-actual shortfall
